nsubj,correct_root,wrong_root,original_sentence,masked_sentence,bert_large_uncase,bert_base_uncase,SL,SVD,All_NN_BEF,NV_BEF,SL_BEF,Attractor,NEAR_NVD,Attractor%,number
burst,shatters,shatter,"A long burst of fire from a machine gun shatters the dawn and before the echoes die away down the valleys the attack is under way
","A long burst of fire from a machine gun [MASK] the dawn and before the echoes die away down the valleys the attack is under way
",shatters,shatter,26,7,3,0,9,0,none,,sg
job,is,are,"The RMP 's job along with the Soviet Checkpoint Commander at the end of the journey is to confirm the numbers have not increased due to any unauthorised hitchhikers
","The RMP 's job along with the Soviet Checkpoint Commander at the end of the journey [MASK] to confirm the numbers have not increased due to any unauthorised hitchhikers
",is,is,29,13,2,0,16,0,none,,sg
Major,reports,report,"The Regimental Sergeant Major responsible for co ordinating sporting activity in addition to his normal duty reports that a number of soldiers from the regiment are going on a sailing course
","The Regimental Sergeant Major responsible for co ordinating sporting activity in addition to his normal duty [MASK] that a number of soldiers from the regiment are going on a sailing course
",report,reports,31,13,5,0,16,0,none,,sg
event,was,were,"Another event of 30 June which typifies life in the AMF was the NATO Challenge Cup
","Another event of 30 June which typifies life in the AMF [MASK] the NATO Challenge Cup
",was,was,16,10,1,1,11,0,none,,sg
length,explains,explain,"This short length of the female urethra combined with the closeness of the vagina and anus explains why women are so much more prone to infections of the bladder than are men
","This short length of the female urethra combined with the closeness of the vagina and anus [MASK] why women are so much more prone to infections of the bladder than are men
",explains,explain,32,14,3,1,16,0,none,,sg
feature,is,are,"The only feature in common with all the discharges associated with gonorrhoea is that they represent an alteration from the normal
","The only feature in common with all the discharges associated with gonorrhoea [MASK] that they represent an alteration from the normal
",are,are,21,10,1,1,12,1,4,,sg
time,is,are,"The danger time for development of tubal complications with gonorrhoea is the menstrual period
","The danger time for development of tubal complications with gonorrhoea [MASK] the menstrual period
",are,are,14,8,3,0,10,1,3,,sg
proximity,makes,make,"The close proximity of the entrance of the vagina to the anus makes the anus a particular threat to the vagina as a source of candida and provides the bacteria to infect the bladder in cases of cystitis
","The close proximity of the entrance of the vagina to the anus [MASK] the anus a particular threat to the vagina as a source of candida and provides the bacteria to infect the bladder in cases of cystitis
",make,make,38,10,3,0,12,0,none,,sg
treatment,deserves,deserve,"The treatment of acute retention of urine occurring in a primary herpetic attack in the female deserves a brief mention
","The treatment of acute retention of urine occurring in a primary herpetic attack in the female [MASK] a brief mention
",deserve,deserve,20,15,4,1,16,0,none,,sg
cancer,has,have,"This cancer which after cancer of the breast is the most common neoplasm in women has many features in common with the sexually transmitted diseases
","This cancer which after cancer of the breast is the most common neoplasm in women [MASK] many features in common with the sexually transmitted diseases
",has,has,25,14,3,0,15,1,1,,sg
site,is,are,"The only site other than the ano genital region where they may be found is in the mouth and when there they have usually been acquired sexually
","The only site other than the ano genital region where they may be found [MASK] in the mouth and when there they have usually been acquired sexually
",are,are,27,12,2,1,14,0,none,,sg
organism,is,are,"The causative organism like that responsible for many cases of non specific infection is a member of the chlamydia group
","The causative organism like that responsible for many cases of non specific infection [MASK] a member of the chlamydia group
",is,is,20,11,2,0,13,1,5,,sg
lack,explains,explain,"This relative lack of symptoms combined with the involvement of internal lymph nodes probably explains why the complications of LGV are both more common and more serious in women
","This relative lack of symptoms combined with the involvement of internal lymph nodes probably [MASK] why the complications of LGV are both more common and more serious in women
",explains,explain,29,12,4,1,14,2,2,,sg
attitude,is,are,"The attitude that patients with sexually transmitted diseases are somehow different and decidedly inferior to the other members of the human race is still prevalent outside the medical profession and sadly to a certain extent inside it
","The attitude that patients with sexually transmitted diseases are somehow different and decidedly inferior to the other members of the human race [MASK] still prevalent outside the medical profession and sadly to a certain extent inside it
",is,is,37,21,4,1,22,3,5,,sg
problem,is,are,"The only problem with the plot of Strange Place to Meet is that in order to win Gerard Depardieu you need to look like Catherine Deneuve palely gorgeous in a sable coat
","The only problem with the plot of Strange Place to Meet [MASK] that in order to win Gerard Depardieu you need to look like Catherine Deneuve palely gorgeous in a sable coat
",is,is,32,9,1,1,11,0,none,,sg
result,is,are,"The result as inflation rises and employment levels in the City of London fall is a rash of slightly dated fast lane brokerage dramas
","The result as inflation rises and employment levels in the City of London fall [MASK] a rash of slightly dated fast lane brokerage dramas
",is,is,24,13,3,2,14,1,7,,sg
line,gives,give,"A tree line at 11,5000 feet compared with 5,500 in Europe gives the American Rocky Mountain resorts an unfamiliar uniformity the runs are carved out of the forest making for excellent visibility in bad weather in itself commendably rare but you can get the feeling that one glade is very much like another
","A tree line at 11,5000 feet compared with 5,500 in Europe [MASK] the American Rocky Mountain resorts an unfamiliar uniformity the runs are carved out of the forest making for excellent visibility in bad weather in itself commendably rare but you can get the feeling that one glade is very much like another
",give,gives,53,9,2,1,11,1,6,,sg
glass,was,were,"A glass I 'd left in the kitchen in the morning was on the bedside table with a drop of wine in it
","A glass I 'd left in the kitchen in the morning [MASK] on the bedside table with a drop of wine in it
",was,was,23,10,2,1,11,0,none,,sg
move,is,are,"A logical move if I was in his shoes Belgium is too close to Britain
","A logical move if I was in his shoes Belgium [MASK] too close to Britain
",is,is,15,8,1,0,10,1,2,,sg
call,is,are,"A telephone call alerting them briefly to the problem followed up by a letter is usually the most effective approach
","A telephone call alerting them briefly to the problem followed up by a letter [MASK] usually the most effective approach
",is,is,20,12,3,2,14,0,none,,sg
form,comes,come,"A tougher form of protection for an area containing many buildings of historic interest perhaps with particular features typical of the locality comes when a local authority with confirmation from the Department of the Environment makes an Article 4 Direction
","A tougher form of protection for an area containing many buildings of historic interest perhaps with particular features typical of the locality [MASK] when a local authority with confirmation from the Department of the Environment makes an Article 4 Direction
",come,comes,40,20,5,2,22,1,12,,sg
fact ,was,were,"The cold fact of country houses and castles demolished in Scotland over 400 this century was described by John Harris in his introduction to SAVE 's 1980 report The Lost Houses of Scotland as demonstrating the awful scale of the Scottish calamity the quality of what has been lost is mind boggling
","The cold fact of country houses and castles demolished in Scotland over 400 this century [MASK] described by John Harris in his introduction to SAVE 's 1980 report The Lost Houses of Scotland as demonstrating the awful scale of the Scottish calamity the quality of what has been lost is mind boggling
",was,was,52,13,4,1,15,2,8,,sg
list,is,are,"The list of churches that have been burnt out during the Waiting period of redundancy is scandalously long
","The list of churches that have been burnt out during the Waiting period of redundancy [MASK] scandalously long
",is,is,18,14,3,1,15,1,12,,sg
work,requires,require,"Any work which materially affects the character of a listed building inside or out requires listed building consent
","Any work which materially affects the character of a listed building inside or out [MASK] listed building consent
",requires,requires,18,13,2,2,14,0,none,,sg
town,needs,need,"Any substantial town or city faced with competition from out of town shopping needs to ensure its historic centre is a pleasant and welcoming place for people to come and shop and browse and a lively colourful market forms a natural focal point
","Any substantial town or city faced with competition from out of town shopping [MASK] to ensure its historic centre is a pleasant and welcoming place for people to come and shop and browse and a lively colourful market forms a natural focal point
",needs,needs,43,11,3,1,13,0,none,,sg
way,is,are,"The easiest way to look at the wide variety of libraries in the list is to begin with the oldest
","The easiest way to look at the wide variety of libraries in the list [MASK] to begin with the oldest
",is,is,20,12,3,1,14,1,4,,sg
development,goes,go,"The historical development which can be found in any long established library also goes
",The historical development which can be found in any long established library also [MASK],go,go,14,11,1,1,13,0,none,,sg
concern,is,are,"A narcissistic concern with visual appearance accords with the best efforts of sales and marketing teams and the design of any book is a vital factor
","A narcissistic concern with visual appearance accords with the best efforts of sales and marketing teams and the design of any book [MASK] a vital factor
",is,is,26,20,8,0,22,4,7,,sg
memo ,gives,give,"A memo by a lieutenant colonel on the staff whose signature is illegible to the Director of Military Operations at MEHQ gives an insight into what was in the pipeline for L Detachment which went out on the last operation hurriedly and ill organised
","A memo by a lieutenant colonel on the staff whose signature is illegible to the Director of Military Operations at MEHQ [MASK] an insight into what was in the pipeline for L Detachment which went out on the last operation hurriedly and ill organised
",give,gives,44,20,4,0,21,0,none,,sg
refusal,demonstrates,demonstrate,"The US and British refusal to respect the wishes of the Arab people and their indisputable right to self determination demonstrates that sadly despite a changing world the West is determined to hang on to its outmoded and intolerable attitudes and practices
","The US and British refusal to respect the wishes of the Arab people and their indisputable right to self determination [MASK] that sadly despite a changing world the West is determined to hang on to its outmoded and intolerable attitudes and practices
",demonstrate,demonstrate,42,16,5,1,20,1,12,,sg
success,rests,rest,"The success of any such endeavours rests in how effectively it captures the essence of the times Storia overall has a distinct 80s feel to it
","The success of any such endeavours [MASK] in how effectively it captures the essence of the times Storia overall has a distinct 80s feel to it
",rest,rest,26,5,1,0,6,1,1,,sg
chance,is,are,"The chance that you or a member of your family will be the victim of a personal attack is already low
","The chance that you or a member of your family will be the victim of a personal attack [MASK] already low
",is,is,21,17,4,0,18,0,none,,sg
attempt,was,were,"The second attempt at getting Rottweilers off the ground in the UK was not until 1933
","The second attempt at getting Rottweilers off the ground in the UK [MASK] not until 1933
",was,was,16,10,1,1,12,0,none,,sg
set,is,are,"A set of teeth like pincers biting upon one another i.e. both rows of the incisors touching each other directly is still admissible
","A set of teeth like pincers biting upon one another i.e. both rows of the incisors touching each other directly [MASK] still admissible
",is,is,23,19,4,2,20,4,5,,sg
temperament,depends,depend,"The temperament we look for in our dog primarily depends on the work or function assigned to him
","The temperament we look for in our dog primarily [MASK] on the work or function assigned to him
",depends,depends,18,8,1,1,9,0,none,,sg
impact,is,are,"The sudden impact of being in a situation of which you have long dreamed is a temporary high soon destroyed by the dread possibility of them all going away again
","The sudden impact of being in a situation of which you have long dreamed [MASK] a temporary high soon destroyed by the dread possibility of them all going away again
",is,is,30,12,1,1,14,0,none,,sg
suggestion,is,are,"The suggestion that The Smiths represent a threat to the gigantic conglomerates who control the basic music industry is false
","The suggestion that The Smiths represent a threat to the gigantic conglomerates who control the basic music industry [MASK] false
",is,is,20,17,4,2,18,1,7,,sg
School ,was,were,"The High School at Cardiff at the time when I attended it between 1923 and 1928 was indeed an excellent one
","The High School at Cardiff at the time when I attended it between 1923 and 1928 [MASK] indeed an excellent one
",was,was,21,14,1,1,16,0,none,,sg
boy,was,were,"The boy who had carried our bags up to our room so eagerly was of course a boatman
","The boy who had carried our bags up to our room so eagerly [MASK] of course a boatman
",was,was,18,12,2,1,13,1,7,,sg
Youth,is,are,"The Westmacott Youth named after the nineteenth century collector and sculptor Richard Westmacott is a case in point
","The Westmacott Youth named after the nineteenth century collector and sculptor Richard Westmacott [MASK] a case in point
",is,is,18,11,3,1,13,0,none,,sg
condemnation,refers,refer,"Theformal condemnation of an emperor following his death refers not to the repealing of the acts of an unpopular emperor but to the destruction of his images and the elimination of his name from inscriptions
","Theformal condemnation of an emperor following his death [MASK] not to the repealing of the acts of an unpopular emperor but to the destruction of his images and the elimination of his name from inscriptions
",refer,refers,35,7,3,1,8,1,8,,sg
use,was,were,"The early use of X rays and radium for the treatment of cancer was very much a matter of trial and error
","The early use of X rays and radium for the treatment of cancer [MASK] very much a matter of trial and error
",was,was,22,11,5,0,13,2,8,,sg
discovery,was,were,"The discovery that suitable doses of X rays sometimes cause a mutation that is a change in the property produced by a specific gene was a valuable tool in relating the observed features of heredity to the cellular changes which control them
","The discovery that suitable doses of X rays sometimes cause a mutation that is a change in the property produced by a specific gene [MASK] a valuable tool in relating the observed features of heredity to the cellular changes which control them
",was,was,42,23,7,2,24,3,17,,sg
shuttle,is,are,"The incessant shuttle of railway speed the myriad daily encounters of all sorts and conditions of men owing to this cheap expedition the resulting flux and murkiness in place of definite conviction the unambitious content as long as one can find some modus vivendi amongst such heterogeneous diversity this peculiar characteristic of the time its weakness and its strength is the special outcome of express trains
","The incessant shuttle of railway speed the myriad daily encounters of all sorts and conditions of men owing to this cheap expedition the resulting flux and murkiness in place of definite conviction the unambitious content as long as one can find some modus vivendi amongst such heterogeneous diversity this peculiar characteristic of the time its weakness and its strength [MASK] the special outcome of express trains
",is,is,66,57,19,3,59,4,43,,sg
station,was,were,"The railway station in its incarnation as latter day cathedral castle and caravanserai was yet one more gigantic stage on which drama could daily unfold casts of thousands could cavort and modern technology could display its marvels and miracles
","The railway station in its incarnation as latter day cathedral castle and caravanserai [MASK] yet one more gigantic stage on which drama could daily unfold casts of thousands could cavort and modern technology could display its marvels and miracles
",was,was,39,11,3,0,13,0,none,,sg
folly,was,were,"The monumental folly of such ideas produced by planners who have capitulated to the strangulation of the motor car and destroyed city communities from Liverpool to Hong Kong was to dawn too late
","The monumental folly of such ideas produced by planners who have capitulated to the strangulation of the motor car and destroyed city communities from Liverpool to Hong Kong [MASK] to dawn too late
",was,was,33,26,7,3,28,3,6,,sg
era,was,were,"The great era of station building in Asia Australasia and Africa was between the 1860s and the 1920s with the boom years from 1890 to 1914
","The great era of station building in Asia Australasia and Africa [MASK] between the 1860s and the 1920s with the boom years from 1890 to 1914
",were,was,26,9,2,0,11,0,none,,sg
Way,was,were,"The Queen 's Way which ran at right angles to the King 's Way was to have a massive terminal station at its head dominating Connaught Circus and second in importance only to the Viceroy 's palace on the Raisina Acropolis at the head of King 's Way
","The Queen 's Way which ran at right angles to the King 's Way [MASK] to have a massive terminal station at its head dominating Connaught Circus and second in importance only to the Viceroy 's palace on the Raisina Acropolis at the head of King 's Way
",was,was,48,11,1,1,14,1,6,,sg
station,was,were,"The first Sydney station as seen in a print of 1855 was a one platformed wooden barn
","The first Sydney station as seen in a print of 1855 [MASK] a one platformed wooden barn
",was,was,17,8,1,1,11,0,none,,sg
way,does,do,"A way of life a set of values and attitudes which according to some social historians does n't emerge until the late 1800's when the British Empire was at its most powerful when imperialism nationalism and Toryism were beginning to figure prominently in the language of the pubs and the music halls
","A way of life a set of values and attitudes which according to some social historians [MASK] n't emerge until the late 1800's when the British Empire was at its most powerful when imperialism nationalism and Toryism were beginning to figure prominently in the language of the pubs and the music halls
",do,do,52,15,5,1,16,3,1,,sg
style,mixes,mix,"This style in plain colours light & dark then into the big rounded beagle collars which went into all colours and in checks & in different materials cotton cotton/poly Oxfords wool mixes etc
","This style in plain colours light & dark then into the big rounded beagle collars which went into all colours and in checks & in different materials cotton cotton/poly Oxfords wool [MASK] etc
",mix,mix,33,30,9,1,31,5,5,,sg
man,is,are,"The man who links together his prayer with deeds of duty and fits seemly actions with his prayer is the man who prays without ceasing for his virtuous deeds or the commandments he has fulfilled are taken up as a part of his prayer
","The man who links together his prayer with deeds of duty and fits seemly actions with his prayer [MASK] the man who prays without ceasing for his virtuous deeds or the commandments he has fulfilled are taken up as a part of his prayer
",is,is,44,17,5,2,18,2,4,,sg
connection,is,are,"The underwater connection of King Pot in East Kingsdale and Keld Head in West Kingsdale and the subsequent through dive is a significant landmark in the history of underwater cave exploration in Britain and on a world scale
","The underwater connection of King Pot in East Kingsdale and Keld Head in West Kingsdale and the subsequent through dive [MASK] a significant landmark in the history of underwater cave exploration in Britain and on a world scale
",is,is,38,18,1,0,20,0,none,,sg
fact,is,are,"The fact that my attitude to this same suggestion underwent a change over the following days indeed that the notion of a trip to the West Country took an ever increasing hold on my thoughts is no doubt substantially attributable to and why should I hide it the arrival of Miss Kenton 's letter her first in almost seven years if one discounts the Christmas cards
","The fact that my attitude to this same suggestion underwent a change over the following days indeed that the notion of a trip to the West Country took an ever increasing hold on my thoughts [MASK] no doubt substantially attributable to and why should I hide it the arrival of Miss Kenton 's letter her first in almost seven years if one discounts the Christmas cards
",is,is,66,34,8,3,35,2,1,,sg
corridor,was,were,"The back corridor which serves as a sort of backbone to the staff 's quarters of Darlington Hall was always a rather cheerless affair due to the lack of daylight penetrating its considerable length
","The back corridor which serves as a sort of backbone to the staff 's quarters of Darlington Hall [MASK] always a rather cheerless affair due to the lack of daylight penetrating its considerable length
",was,was,34,16,4,1,18,1,4,,sg
argument,is,are,"The argument I shall advance surprising as it may seem coming from the author of the earlier chapters is that for an understanding of the evolution of modern man we must begin by throwing out the gene as the sole basis of our ideas on evolution
","The argument I shall advance surprising as it may seem coming from the author of the earlier chapters [MASK] that for an understanding of the evolution of modern man we must begin by throwing out the gene as the sole basis of our ideas on evolution
",is,is,46,17,2,3,18,1,1,,sg
influence,is,are,"A gene 's influence upon a nervous system or for that matter upon the colour of an eye or the wrinkliness of a pea is always indirect
","A gene 's influence upon a nervous system or for that matter upon the colour of an eye or the wrinkliness of a pea [MASK] always indirect
",is,is,27,21,7,0,24,0,none,,sg
urge,becomes,become,"The instinctive urge to acquire a stake in the country to get back to first principles and become once again master of his own fate becomes ever more apparent as our top heavy complex society lurches from crisis to crisis
","The instinctive urge to acquire a stake in the country to get back to first principles and become once again master of his own fate [MASK] ever more apparent as our top heavy complex society lurches from crisis to crisis
",become,become,40,23,5,4,25,1,10,,sg
cycle,presupposes,presuppose,"The natural cycle by which organic wastes are returned to the soil and broken down into humus presupposes a balance between soil plants and animals
","The natural cycle by which organic wastes are returned to the soil and broken down into humus [MASK] a balance between soil plants and animals
",presupposes / presuppose,presupposes / presuppose,25,15,3,2,17,1,11,,sg
combine,is,are,"a combine which only works for a few days or weeks in the year is far too costly for a smallholder who must either rely on a contractor or work with simpler equipment
","a combine which only works for a few days or weeks in the year [MASK] far too costly for a smallholder who must either rely on a contractor or work with simpler equipment
",is,is,33,13,3,1,14,2,4,,sg
swing,leaves,leave,"A modified swing straight across the lines of the windrow leaves the butts to the left but this is harder and slower work
","A modified swing straight across the lines of the windrow [MASK] the butts to the left but this is harder and slower work
",leaves,leaves,23,8,2,1,10,1,4,,sg
bed,was,were,"The bed that Boy climbed into that morning knowing that he would n't sleep but wanting just to lie there a while was on the twentieth floor of a council block right close by the river on the east side of the city
","The bed that Boy climbed into that morning knowing that he would n't sleep but wanting just to lie there a while [MASK] on the twentieth floor of a council block right close by the river on the east side of the city
",was,was,43,21,2,5,22,0,none,,sg
photograph,was,were,"The photograph that Boy looked at most often and which he sometimes even left out of the box and kept on the floor beside his bed as he slept was one that looked like a photograph of Boy himself
","The photograph that Boy looked at most often and which he sometimes even left out of the box and kept on the floor beside his bed as he slept [MASK] one that looked like a photograph of Boy himself
",was,was,39,28,3,4,29,0,none,,sg
perspective,makes,make,"The particular avant garde perspective of their critiques as of Greenberg 's makes it difficult to avoid first impressions of a conflation in their work of genuine art with elite art
","The particular avant garde perspective of their critiques as of Greenberg 's [MASK] it difficult to avoid first impressions of a conflation in their work of genuine art with elite art
",makes,make,31,8,1,0,12,1,5,,sg
sense,permeates,permeate,"The sense of tragic beauty which characterizes their recasting of the myth of Odysseus permeates much of the critique
","The sense of tragic beauty which characterizes their recasting of the myth of Odysseus [MASK] much of the critique
",permeates / permeate,permeates / permeate,19,13,3,1,14,0,none,,sg
motivation,is,are,"The motivation which the cut institutes at the level of the movement from frame to frame in continuity editing is foundational for identification and subjectivity in cinema
","The motivation which the cut institutes at the level of the movement from frame to frame in continuity editing [MASK] foundational for identification and subjectivity in cinema
",is,is,27,18,6,2,19,1,14,,sg
bias,has,have,"The literary bias of British films reviewing has rarely been quite so plainly stated Coward is the established name his reputation guaranteed by years of theatrical success hence he takes precedence over the mere maker of pictures
","The literary bias of British films reviewing [MASK] rarely been quite so plainly stated Coward is the established name his reputation guaranteed by years of theatrical success hence he takes precedence over the mere maker of pictures
",has,has,37,5,1,1,7,1,2,,sg
concept,is,are,"The key concept that floats to the top in mainstream criticism of Distant Voices Still Lives is that of art
","The key concept that floats to the top in mainstream criticism of Distant Voices Still Lives [MASK] that of art
",is,is,20,14,3,2,16,0,none,,sg
intimation,is,are,"The only intimation of the working class outside of a meeting with TUC leaders is Harry 's memory of his grandad Socialist Worker 18 June 1988
","The only intimation of the working class outside of a meeting with TUC leaders [MASK] Harry 's memory of his grandad Socialist Worker 18 June 1988
",is,is,26,12,3,1,14,1,1,,sg
combination,means,mean,"The combination of the two policies which are likely to be extended to the rest of Britain means that land which can support far greater numbers and variety of trees will be available to foresters
","The combination of the two policies which are likely to be extended to the rest of Britain [MASK] that land which can support far greater numbers and variety of trees will be available to foresters
",means,means,35,16,2,1,17,1,12,,sg
branch,meets,meet,"The London branch of the Association of Professional Ambulance Personnel the non TUC union meets on Monday to consider resigning
","The London branch of the Association of Professional Ambulance Personnel the non TUC union [MASK] on Monday to consider resigning
",meet,meet,20,12,1,0,14,0,none,,sg
beast,opens,open,"The beast it has been alleged flies away from trouble if surprised away from its burrow it starts running then opens its fringes to take off and glide for up to 20 yards
","The beast it has been alleged flies away from trouble if surprised away from its burrow it starts running then [MASK] its fringes to take off and glide for up to 20 yards
",opens,opens,33,19,3,4,20,1,14,,sg
centre,has,have,"The Sek Kong centre planted uncomfortably in the middle of the colony 's only military airfield has a reputation for riots murders and wide scale intimidation
","The Sek Kong centre planted uncomfortably in the middle of the colony 's only military airfield [MASK] a reputation for riots murders and wide scale intimidation
",has,has,26,13,3,1,16,0,none,,sg
message,was,were,"The message Macedo carried to the villages most of them accessible only by boat or along tortuous jungle trails and scattered over an area larger than England was that the forest 's people should in uniting take control of their own destiny
","The message Macedo carried to the villages most of them accessible only by boat or along tortuous jungle trails and scattered over an area larger than England [MASK] that the forest 's people should in uniting take control of their own destiny
",was,was,42,26,5,2,27,2,9,,sg
million,is,are,"AN ESTIMATED £1,800 million of drugs money is circulating through the legitimate banking system in Britain 
","AN ESTIMATED £1,800 million of drugs money [MASK] circulating through the legitimate banking system in Britain 
",is,is,17,4,1,0,7,1,2,,sg
ban,is,are,"The statutory ban on solicitors entering into partnership with other professionals such as accountants is to be lifted
","The statutory ban on solicitors entering into partnership with other professionals such as accountants [MASK] to be lifted
",is,is,18,12,4,1,14,3,1,,sg
report,addresses,address,"The report which has taken more than a year to prepare in one of the most complex inquiries undertaken by Sir Anthony 's office addresses the question of when the department first became negligent if it is shown to have been aware of the possible difficulties
","The report which has taken more than a year to prepare in one of the most complex inquiries undertaken by Sir Anthony 's office [MASK] the question of when the department first became negligent if it is shown to have been aware of the possible difficulties
",address,address,46,23,3,3,24,1,7,,sg
Authority,claims,claim,"THE Advertising Standards Authority yesterday rebuked two organisations for making bogus claims about the health advantages of milk writes James Erlichman
","THE Advertising Standards Authority yesterday rebuked two organisations for making bogus [MASK] about the health advantages of milk writes James Erlichman
",claims,claims,21,8,2,2,11,1,4,,sg
number,doubles,double,"The number of non political refugees doubles to 80,000 when the sailing season starts in the South China Sea in February the Government argues
","The number of non political refugees [MASK] to 80,000 when the sailing season starts in the South China Sea in February the Government argues
",double,doubles,24,5,1,0,6,1,1,,sg
code,is,are,"THE recommended code of practice which the Press Council hopes to operate from March 1 1990 is much fuller than that published recently by national newspapers writes Georgina Henry
","THE recommended code of practice which the Press Council hopes to operate from March 1 1990 [MASK] much fuller than that published recently by national newspapers writes Georgina Henry
",is,is,29,14,1,3,16,0,none,,sg
chairman,admits,admit,"The chairman of the Federal Deposit Insurance Corporation who inherited supervisory responsibilities as part of the rescue plans now admits the problem could costs tens of billions more than anticipated
","The chairman of the Federal Deposit Insurance Corporation who inherited supervisory responsibilities as part of the rescue plans now [MASK] the problem could costs tens of billions more than anticipated
",admits,admits,30,18,4,1,19,2,2,,sg
audience,was,were,"THE audience that turned up for the recital of British violin sonatas was scarcely more than a sprinkling which made one despair of our unadventurous public
","THE audience that turned up for the recital of British violin sonatas [MASK] scarcely more than a sprinkling which made one despair of our unadventurous public
",was,were,26,11,3,1,12,1,1,,sg
idea,is,are,"THE long mocked idea of reparations to compensate black Americans for the slavery experienced by their ancestors is now before the US Congress and its supporters say the $1.25 billion package to compensate Japanese Americans who were interned during the second world war has created a legal precedent
","THE long mocked idea of reparations to compensate black Americans for the slavery experienced by their ancestors [MASK] now before the US Congress and its supporters say the $1.25 billion package to compensate Japanese Americans who were interned during the second world war has created a legal precedent
",are,are,48,14,3,3,17,2,1,,sg
headquarter,stands,stand,"The hulking headquarter of the Office for National Security which has branches across the country stands behind a high wall cameras on its roof trained on the streets all around
","The hulking headquarter of the Office for National Security which has branches across the country [MASK] behind a high wall cameras on its roof trained on the streets all around
",stands,stand,30,13,2,1,15,1,4,,sg
message,moves,move,"This message from his old comrade who faced the whizzbangs in the frontline trench obviously moves the birthday boy though you sense he tries to hide any emotion
","This message from his old comrade who faced the whizzbangs in the frontline trench obviously [MASK] the birthday boy though you sense he tries to hide any emotion
",move,move,28,14,4,1,15,1,6,,sg
Honeymoon,proves,prove,"The Last Honeymoon by Shelley Weiner Constable £13.99 SET IN the uncompromisingly suburban surroundings of Golders Green Shelley Weiner 's new novel proves that it 's possible to satirise Jewish family life with a touch more subtlety than the British Telecom commercials
","The Last Honeymoon by Shelley Weiner Constable £13.99 SET IN the uncompromisingly suburban surroundings of Golders Green Shelley Weiner 's new novel [MASK] that it 's possible to satirise Jewish family life with a touch more subtlety than the British Telecom commercials
",proves,prove,42,20,2,0,22,2,9,,sg
paradise,is,are,"Another earthly paradise based on the ideas of racial purity is the state of Israel
","Another earthly paradise based on the ideas of racial purity [MASK] the state of Israel
",is,is,15,8,2,1,10,1,4,,sg
factory,is,are,"The Yates factory in Tattershall Thorpe near Lincoln part of Unigroup is to switch production to North Africa and Eastern Europe
","The Yates factory in Tattershall Thorpe near Lincoln part of Unigroup [MASK] to switch production to North Africa and Eastern Europe
",is,is,21,9,1,0,11,0,none,,sg
polymath,was,were,"A dedicated polymath with a passion for the arts Neubauer was an expert on the English visionary artists particularly the engravings of Turner
","A dedicated polymath with a passion for the arts Neubauer [MASK] an expert on the English visionary artists particularly the engravings of Turner
",were,was,23,8,2,0,10,1,2,,sg
staging,is,are,"THE English National Opera 's latest staging at the Coliseum of the full five act version of Verdi 's Don Carlos is a long roughly four and a half hours with two modest intervals musically engrossing but broken backed evening
","THE English National Opera 's latest staging at the Coliseum of the full five act version of Verdi 's Don Carlos [MASK] a long roughly four and a half hours with two modest intervals musically engrossing but broken backed evening
",is,is,40,15,2,0,21,0,none,,sg
journal,is,are,"The journal which tells of a teenage romance with his pretty cousin Harriet Grove is to be published next month
","The journal which tells of a teenage romance with his pretty cousin Harriet Grove [MASK] to be published next month
",is,is,20,13,2,1,14,0,none,,sg
performance ,is,are,"The rather light and flowing performance it receives here from I Soloisti di Zagreb and conductor Antonio Janigro is not inappropriate given the movement 's origins in a string quartet by Barber
","The rather light and flowing performance it receives here from I Soloisti di Zagreb and conductor Antonio Janigro [MASK] not inappropriate given the movement 's origins in a string quartet by Barber
",is,is,32,13,1,2,18,0,none,,sg
premiere,was,were,"The European premiere of a typically economical yet absorbingly atmospheric quintet Echoes from a Play by Finnish composer Aulis Sallinen was especially memorable and beautifully played by the Swiss oboeist Thomas Indermuhle with the Gabrieli Quartet in the first of the two concerts that I heard
","The European premiere of a typically economical yet absorbingly atmospheric quintet Echoes from a Play by Finnish composer Aulis Sallinen [MASK] especially memorable and beautifully played by the Swiss oboeist Thomas Indermuhle with the Gabrieli Quartet in the first of the two concerts that I heard
",was,was,46,18,4,0,20,2,6,,sg
Part,consists,consist,"A whole Part of the tome amounting to over a quarter of the book consists of an interesting and detailed disquisition upon such manifestations of brutality in the 18th century as public executions the operations of the press gangs and the enforcement of the game laws
","A whole Part of the tome amounting to over a quarter of the book [MASK] of an interesting and detailed disquisition upon such manifestations of brutality in the 18th century as public executions the operations of the press gangs and the enforcement of the game laws
",consist,consists,46,12,3,1,14,0,none,,sg
Sin,makes,make,"The Original Sin by Marius Gabriel Century £14.99 Under his real name the prolific Mills & Boon author Madeleine Ker makes a stunning debut in raunchy mega gloss women 's fiction with this dynamic saga
","The Original Sin by Marius Gabriel Century £14.99 Under his real name the prolific Mills & Boon author Madeleine Ker [MASK] a stunning debut in raunchy mega gloss women 's fiction with this dynamic saga
",make,makes,35,18,2,0,20,0,none,,sg
cost,works,work,"The average cost of a standard policy for a two week holiday in Europe works out at £18 while cover for a three week holiday in the United States averages about £45
","The average cost of a standard policy for a two week holiday in Europe [MASK] out at £18 while cover for a three week holiday in the United States averages about £45
",works,works,32,12,3,0,14,0,none,,sg
